iter	Logloss
257	0.4610799166
258	0.460803539
259	0.4605495851
260	0.4603693559
261	0.4602813669
262	0.4599643853
263	0.4598683578
264	0.459750611
265	0.4596252967
266	0.4590529891
267	0.4589413629
268	0.4587524331
269	0.4584850292
270	0.4583244751
271	0.458158225
272	0.4580015847
273	0.4578495815
274	0.4572246199
275	0.4571115077
276	0.456928997
277	0.4567269401
278	0.4565785859
279	0.4564323177
280	0.4562841745
281	0.4556713694
282	0.4554831765
283	0.4549746847
284	0.4544412863
285	0.4543151039
286	0.4541072733
287	0.453491045
288	0.4524545124
289	0.4523046844
290	0.4521743702
291	0.4520155776
292	0.4518016208
293	0.4514638725
294	0.4513070134
295	0.4512031681
296	0.4503505217
297	0.4490827239
298	0.4487492926
299	0.4478451358
300	0.4474835607
301	0.4470623984
302	0.446861207
303	0.4464553456
304	0.4462317251
305	0.4456765271
306	0.4452468061
307	0.4446173816
308	0.4444803419
309	0.443385639
310	0.4430894037
311	0.4427846311
312	0.4422625834
313	0.4420655272
314	0.4418974678
315	0.4413112287
316	0.4411340282
317	0.4409059068
318	0.440741131
319	0.4404729848
320	0.4402960077
321	0.4397665047
322	0.4396498891
323	0.4395837905
324	0.4394779168
325	0.4390759579
326	0.438746227
327	0.4386115136
328	0.4384923616
329	0.4381105962
330	0.4378124531
331	0.4373764002
332	0.4371047629
333	0.4366407687
334	0.4364886573
335	0.4363966159
336	0.4362838716
337	0.4361268458
338	0.4359661774
339	0.4358324728
340	0.4357093211
341	0.4356159573
342	0.4353596249
343	0.4349544304
344	0.4348391134
345	0.4347675546
346	0.4345601691
347	0.4344658731
348	0.4343759645
349	0.4342907914
350	0.4342041564
351	0.4340771413
352	0.4339847357
353	0.4338565792
354	0.4333808277
355	0.4332669231
356	0.4329793962
357	0.4328486014
358	0.4324582678
359	0.4323421912
360	0.432196226
361	0.4318223746
362	0.4317275997
363	0.4316363248
364	0.431119752
365	0.4306373421
366	0.4302734449
367	0.4299998035
368	0.4296160887
369	0.4294292735
370	0.4290516824
371	0.428916524
372	0.4288036198
373	0.4282788219
374	0.4281610538
375	0.4278914476
376	0.4278056868
377	0.4275237239
378	0.427408201
379	0.4273177321
380	0.4270992716
381	0.426976936
382	0.4266446005
383	0.4265452472
384	0.4263726233
385	0.4262309377
386	0.4261002597
387	0.4260038085
388	0.4258944867
389	0.4258201216
390	0.425690902
391	0.4256264561
392	0.4254145677
393	0.4252493128
394	0.4251304961
395	0.425031057
396	0.4249529725
397	0.4243738492
398	0.4242916909
399	0.4241745532
400	0.4240957757
401	0.4239673759
402	0.4236168697
403	0.4234872258
404	0.42320141
405	0.4230649381
406	0.4228853921
407	0.4227777138
408	0.422680482
409	0.4223670674
410	0.4223021561
411	0.4220766578
412	0.4219441786
413	0.4217808581
414	0.421694072
415	0.4215265584
416	0.4214354233
417	0.421339815
418	0.420818895
419	0.4207094807
420	0.4206191617
421	0.4205532094
422	0.420467623
423	0.4202771893
424	0.4199974708
425	0.4198901993
426	0.4194147207
427	0.4193310144
428	0.4191569153
429	0.4188933049
430	0.4186693465
431	0.4185643809
432	0.4182854781
433	0.4182120283
434	0.418082093
435	0.4179476259
436	0.4178535638
437	0.4177254207
438	0.4174803219
439	0.4173947379
440	0.4173024461
441	0.4171795403
442	0.417084305
443	0.4170054812
444	0.4165011246
445	0.4164430216
446	0.4161873067
447	0.416074613
448	0.4159229711
449	0.4158362843
450	0.4157720154
451	0.4156515687
452	0.4155655474
453	0.4154222045
454	0.4153262478
455	0.4152604954
456	0.4151555151
457	0.4150472155
458	0.4149614854
459	0.41488157
460	0.4147321127
461	0.4145942106
462	0.4144349517
463	0.4142721834
464	0.4141715893
465	0.4140856475
466	0.413993506
467	0.4138874378
468	0.4138226801
469	0.4137217748
470	0.4136416564
471	0.413551721
472	0.4133920966
473	0.4132727802
474	0.4132325283
475	0.4131221746
476	0.4130430864
477	0.4129633618
478	0.4128542076
479	0.412609823
480	0.4124900634
481	0.4123810259
482	0.4122873301
483	0.4121016764
484	0.4120018331
485	0.4119558727
486	0.4118587392
487	0.4117488096
488	0.4116093332
489	0.4115111107
490	0.4113711658
491	0.4112965257
492	0.4111823767
493	0.4109014003
494	0.4108567991
495	0.4107464562
496	0.4106816072
497	0.4106230342
498	0.4105701518
499	0.4104612803
500	0.4104047859
501	0.4103147252
502	0.4101758319
503	0.4100532814
504	0.4099783309
505	0.4098257245
506	0.4097089033
507	0.4094266168
508	0.4093138727
509	0.4092385312
510	0.4091375351
511	0.4090398262
512	0.4089181012
513	0.4087659145
514	0.4086736136
515	0.4085666234
516	0.4084980713
517	0.4083359274
518	0.4082369938
519	0.4081844901
520	0.4080738972
521	0.4073396677
522	0.407115158
523	0.4068682866
524	0.4064851709
525	0.4063574725
526	0.4063014046
527	0.406200084
528	0.4059674371
529	0.4059167026
530	0.4058786208
531	0.4058066708
532	0.4057405965
533	0.405422059
534	0.4053374938
535	0.4051566142
536	0.4050584589
537	0.4048811423
538	0.4047748706
539	0.4043708924
540	0.4042453199
541	0.4041657692
542	0.4040628885
543	0.4039894074
544	0.4038578408
545	0.40358366
546	0.4035339689
547	0.4034275896
548	0.4032602958
549	0.4031776751
550	0.4030875733
551	0.4029142808
552	0.4028543755
553	0.4023009617
554	0.4020371381
555	0.4019811036
556	0.4017981901
557	0.4016681802
558	0.4015794708
559	0.4014718346
560	0.4013955625
561	0.4012849531
562	0.401203305
563	0.4010912408
564	0.4009198646
565	0.4008297754
566	0.4006583286
567	0.4003873816
568	0.4001918711
569	0.4000944345
570	0.3999713964
571	0.3998500082
572	0.3997069339
573	0.3996168466
574	0.3993728007
575	0.3992236459
576	0.3991281122
577	0.3990384404
578	0.3987967754
579	0.3987009658
580	0.3985947622
581	0.3984939712
582	0.3983716227
583	0.3982533193
584	0.3981766937
585	0.3980884449
586	0.3979903999
587	0.3978858297
588	0.397782839
589	0.3976975965
590	0.3976407484
591	0.3975482222
592	0.3974661772
593	0.3973614831
594	0.3972306137
595	0.3969035191
596	0.3967818089
597	0.3966899231
598	0.3966206184
599	0.3965345476
600	0.3963537602
601	0.3962488901
602	0.3961251089
603	0.3960519643
604	0.3959522259
605	0.3958936616
606	0.3957726803
607	0.3956957596
608	0.3955874913
609	0.3955092587
610	0.3953895726
611	0.3953017548
612	0.3952729697
613	0.3950529785
614	0.3949767266
615	0.3948726189
616	0.3948026994
617	0.3947528255
618	0.3946865462
619	0.3946220105
620	0.3945080961
621	0.3944352155
622	0.3943020438
623	0.3942308021
624	0.3941546704
625	0.3939223532
626	0.3937729014
627	0.3935587266
628	0.3935024949
629	0.3933929138
630	0.3933275242
631	0.3932361769
632	0.3932003253
633	0.3931064216
634	0.3930248572
635	0.3929488504
636	0.39279626
637	0.3926920042
638	0.3925391275
639	0.392458685
640	0.3923741971
641	0.3921116925
642	0.3920371456
643	0.3919510805
644	0.391854968
645	0.3917643389
646	0.3916988557
647	0.3916085926
648	0.3914546972
649	0.3913412561
650	0.3912675371
651	0.3911810466
652	0.3911224171
653	0.3910385018
654	0.390985525
655	0.3909005318
656	0.3908025591
657	0.3907341426
658	0.3906563061
659	0.3906096609
660	0.3905182887
661	0.3904200169
662	0.3903288046
663	0.3902454824
664	0.3901843427
665	0.390074305
666	0.389990099
667	0.3899327425
668	0.389881812
669	0.3898060054
670	0.3897589517
671	0.3896966479
672	0.3896288564
673	0.3895563096
674	0.3893878446
675	0.3892229791
676	0.3891598457
677	0.3889406662
678	0.3888901318
679	0.3886479147
680	0.3885756556
681	0.3884782062
682	0.3882719394
683	0.3882137017
684	0.3881331705
685	0.3880262293
686	0.3879719092
687	0.3879055582
688	0.3878116141
689	0.38772824
690	0.3875704673
691	0.387526034
692	0.3874381551
693	0.3873361867
694	0.387274727
695	0.3871803226
696	0.3869946466
697	0.3868665887
698	0.3867990569
699	0.3867427338
700	0.386638388
701	0.3865724882
702	0.3864890054
703	0.3864140303
704	0.3863702516
705	0.3862989844
706	0.386226814
707	0.3861330587
708	0.3860024532
709	0.3859401495
710	0.3857875629
711	0.3857175391
712	0.3856401831
713	0.3855716595
714	0.3855011838
715	0.3854368068
716	0.3853138899
717	0.3852502893
718	0.3851992919
719	0.385074906
720	0.3849756469
721	0.3848855563
722	0.3848198111
723	0.3847717474
724	0.3847032305
725	0.3845186481
726	0.3843672567
727	0.3843097538
728	0.384176905
729	0.3841411089
730	0.3840333887
731	0.3839483718
732	0.383864509
733	0.3837037073
734	0.3836155783
735	0.383515258
736	0.3834118197
737	0.3833426142
738	0.3832474061
739	0.3831485226
740	0.3830269799
741	0.3829510923
742	0.3828649702
743	0.3828048645
744	0.3827364537
745	0.382675501
746	0.3826329629
747	0.3825528501
748	0.3825009833
749	0.3824330977
750	0.3823145397
751	0.3821956632
752	0.3821058247
753	0.3820365022
754	0.3819705817
755	0.3819004301
756	0.3818055786
757	0.3817479069
758	0.3816539036
759	0.381615022
760	0.3815499887
761	0.3814718867
762	0.3814111642
763	0.3813572448
764	0.3812907353
765	0.3812365867
766	0.381182423
767	0.381134131
768	0.3810853195
769	0.381034701
770	0.3809711276
771	0.3808593214
772	0.3807852515
773	0.3807103187
774	0.3806723844
775	0.3805918934
776	0.380474204
777	0.3804058101
778	0.3803338662
779	0.3802659788
780	0.3802045019
781	0.3801108491
782	0.3800253904
783	0.3799584879
784	0.3798842738
785	0.3798158784
786	0.3797532543
787	0.3797102588
788	0.379644767
789	0.3795670182
790	0.3795121343
791	0.3794106059
792	0.3793596674
793	0.3793090021
794	0.3792129654
795	0.379166527
796	0.3791053346
797	0.3790299426
798	0.3789648443
799	0.3788492603
800	0.3786092237
801	0.378466013
802	0.3783441735
803	0.3782776913
804	0.3782045536
805	0.3781206546
806	0.3780477439
807	0.3779697986
808	0.3778938064
809	0.377830031
810	0.3777362591
811	0.3776617976
812	0.3776058571
813	0.3775390261
814	0.3773325509
815	0.3772338789
816	0.377120887
817	0.3770278355
818	0.3769663211
819	0.376930417
820	0.3768546486
821	0.3767910696
822	0.3766643115
823	0.3765653198
824	0.3764790481
825	0.3763906325
826	0.3763402685
827	0.3762131756
828	0.3760978887
829	0.3760282511
830	0.3759197922
831	0.375852902
832	0.3757716535
833	0.375706627
834	0.3756471951
835	0.3755975678
836	0.3755219178
837	0.3754143396
838	0.3753463283
839	0.3752710105
840	0.375176902
841	0.3751301517
842	0.3750747666
843	0.3750296315
844	0.3749910261
845	0.374912135
846	0.3748357974
847	0.3747494266
848	0.3747065013
849	0.3746580022
850	0.3745938806
851	0.3744980117
852	0.3744416405
853	0.3743986608
854	0.3743614524
855	0.3742838565
856	0.3742137469
857	0.3741376938
858	0.3740912654
859	0.3740283883
860	0.3739528184
861	0.3738883794
862	0.3736581588
863	0.3735961931
864	0.3734772895
865	0.3733812187
866	0.3733314714
867	0.373248567
868	0.373159669
869	0.3730893408
870	0.3730161912
871	0.3729421746
872	0.3728754389
873	0.3728182516
874	0.3727804142
875	0.3727125431
876	0.3726685733
877	0.372620884
878	0.372535403
879	0.3724488629
880	0.372392576
881	0.3723265732
882	0.3722591549
883	0.3721964558
884	0.37214557
885	0.3720954047
886	0.3720051793
887	0.37196017
888	0.3718929118
889	0.3718473826
890	0.3717971594
891	0.3717440428
892	0.3716676627
893	0.3716222907
894	0.3715872095
895	0.3714973863
896	0.3714421329
897	0.3713786938
898	0.3713254246
899	0.3712346897
900	0.371135866
901	0.3710722845
902	0.3710091524
903	0.3709214303
904	0.3708605918
905	0.3707716303
906	0.3707404238
907	0.370703455
908	0.3706412034
909	0.3705744881
910	0.3705272083
911	0.3704534614
912	0.3704189422
913	0.3703566852
914	0.3702981443
915	0.3702197664
916	0.3701366069
917	0.370097202
918	0.370011064
919	0.3699577349
920	0.3698993446
921	0.3698437046
922	0.3697661815
923	0.3696814676
924	0.3696277024
925	0.3695071886
926	0.3694496454
927	0.3693785965
928	0.3692930432
929	0.3692265122
930	0.3691510774
931	0.3690393198
932	0.368952673
933	0.3688833289
934	0.3688249683
935	0.3687425711
936	0.3686706687
937	0.3686028128
938	0.368534869
939	0.3684791958
940	0.3684348973
941	0.3683681655
942	0.3682746771
943	0.3681889168
944	0.3681397536
945	0.3680923281
946	0.3680348011
947	0.3679125607
948	0.3678624283
949	0.3677995506
950	0.3677404327
951	0.3676582566
952	0.3676066259
953	0.3675590053
954	0.3674748585
955	0.3673297289
956	0.3672252884
957	0.3671095217
958	0.3670155915
959	0.3669578781
960	0.3667654419
961	0.3666937378
962	0.366646337
963	0.3665684376
964	0.3664888101
965	0.3663968482
966	0.3663191577
967	0.3662672799
968	0.3661957069
969	0.3661445895
970	0.366068279
971	0.3660111865
972	0.365937571
973	0.3658066589
974	0.3657591567
975	0.3656484159
976	0.3655942802
977	0.3655182849
978	0.3654704931
979	0.3653782224
980	0.3653046112
981	0.3652441771
982	0.3651863891
983	0.3651448567
984	0.3650674794
985	0.3649941358
986	0.3648883683
987	0.3648031377
988	0.36475679
989	0.3647105911
990	0.3646425161
991	0.3646047294
992	0.3645328161
993	0.3644597408
994	0.3644172196
995	0.3643411061
996	0.3642777348
997	0.3641424244
998	0.3640632109
999	0.363973367
